OrderID,CustomerID_x,Status,FullName,Phone,Address,OrderDetailID,MenuItemID,Quantity,Price_x,Driver_name,Amount,PaymentMethod,Name,Description,Price_y,CuisineType,Revenue,OrderIDNew
1914,1914,Delivered,Ahmed Kamal,1087739764,"Maadi, Cairo",1914,77,3,20.41,Zeinab Yassin,193.92,Credit Card,Fajitas,Delicious Fajitas - classic Mexican taste.,64.64,Mexican,61.23,1956
1915,1915,Shipped,Mohamed Fathy,1573774086,"Dokki, Giza",1915,29,4,192.71,Hassan Mahmoud,0,Not Paid,Hot and Sour Soup,Delicious Hot and Sour Soup - classic Chinese taste.,90.78,Chinese,770.84,1957
1916,1916,Pending,Omar Gamal,1066894089,"Stanley, Alexandria",1916,61,2,72.64,Tarek Said,0,Not Paid,Cheeseburger,Delicious Cheeseburger - classic American taste.,193.91,American,145.28,1958
1917,1917,Pending,Ahmed Tawfik,1554638687,"Smouha, Alexandria",1917,72,3,212.11,Rowan Abdelrahman,142.65,Cash,Burrito,Delicious Burrito - classic Mexican taste.,47.55,Mexican,636.33,1959
1918,1918,Pending,Yasmin Hassan,1190392897,"Smouha, Alexandria",1918,77,1,159.6,Ruba Ragab,0,Not Paid,Fajitas,Delicious Fajitas - classic Mexican taste.,64.64,Mexican,159.6,1960
1919,1919,Delivered,Mostafa Mostafa,1051492761,"Heliopolis, Cairo",1919,97,3,199.11,Khaled Hamed,739.83,Fawry,Panang Curry,Delicious Panang Curry - classic Thai taste.,246.61,Thai,597.33,1961
1920,1920,Delivered,Heba Farouk,1270931422,"Mohandessin, Giza",1920,13,4,236.57,Samir Gamal,257.12,Fawry,Lasagna,Delicious Lasagna - classic Italian taste.,64.28,Italian,946.28,1962
1921,1921,Shipped,Yasmin Ibrahim,1579853015,"Faisal, Giza",1921,51,4,174.67,Omar Taha,250.8,Cash,Greek Salad,Delicious Greek Salad - classic Mediterranean taste.,62.7,Mediterranean,698.68,1963
1922,1922,Delivered,Sara Farouk,1275869780,"Heliopolis, Cairo",1922,2,2,246.24,Ruba Abdelrahman,0,Not Paid,Molokhia,Delicious Molokhia - classic Egyptian taste.,78.47,Egyptian,492.48,1964
1923,1923,Shipped,Omar Mahrous,1217495149,"Smouha, Alexandria",1923,40,1,78.73,Maha Taha,0,Not Paid,Masala Dosa,Delicious Masala Dosa - classic Indian taste.,77.8,Indian,78.73,1965
1924,1924,Cancelled,Yasmin Gamal,1179158480,"Smouha, Alexandria",1924,6,3,127.41,Walid Tawfik,0,Not Paid,Kofta,Delicious Kofta - classic Egyptian taste.,45.58,Egyptian,382.23,1966
1925,1925,Cancelled,Heba Mostafa,1550912613,"Smouha, Alexandria",1925,33,3,61.97,Khaled Taha,0,Not Paid,Biryani,Delicious Biryani - classic Indian taste.,80.33,Indian,185.91,1967
1926,1926,Shipped,Sara Farouk,1277761344,"Stanley, Alexandria",1926,37,4,147.65,Sherif Sultan,784.48,Cash,Rogan Josh,Delicious Rogan Josh - classic Indian taste.,196.12,Indian,590.6,1968
1927,1927,Delivered,Aya Farouk,1120482423,"Mohandessin, Giza",1927,3,1,198.68,Magdy Mahrous,0,Not Paid,Fattah,Delicious Fattah - classic Egyptian taste.,74.95,Egyptian,198.68,1969
1928,1928,Delivered,Sara Ali,1292239349,"Sidi Gaber, Alexandria",1928,4,2,183.36,Heba Khalifa,0,Not Paid,Ful Medames,Delicious Ful Medames - classic Egyptian taste.,133.05,Egyptian,366.72,1970
1929,1929,Shipped,Heba Farouk,1010116896,"Nasr City, Cairo",1929,80,5,74.01,Tarek Sultan,0,Not Paid,Churros,Delicious Churros - classic Mexican taste.,87.01,Mexican,370.05,1971
1930,1930,Cancelled,Mona Ibrahim,1111272306,"Maadi, Cairo",1930,50,5,215.3,Nour Ibrahim,318.5,Vodafone Cash,Laban,Delicious Laban - classic Lebanese taste.,63.7,Lebanese,1076.5,1972
1931,1931,Cancelled,Mostafa Hassan,1271520192,"Dokki, Giza",1931,30,4,138.48,Khaled Shalaby,0,Not Paid,Szechuan Beef,Delicious Szechuan Beef - classic Chinese taste.,81.31,Chinese,553.92,1973
1932,1932,Delivered,Ahmed Kamal,1578874360,"Maadi, Cairo",1932,37,2,81.85,Magdy Salem,392.24,Fawry,Rogan Josh,Delicious Rogan Josh - classic Indian taste.,196.12,Indian,163.7,1974
1933,1933,Delivered,Omar Fathy,1233113885,"Dokki, Giza",1933,71,4,170.39,Zeinab Mahrous,476.16,Vodafone Cash,Tacos,Delicious Tacos - classic Mexican taste.,119.04,Mexican,681.56,1975
1934,1934,Cancelled,Aya Kamal,1591825169,"Heliopolis, Cairo",1934,14,5,96.06,Ghada Soliman,0,Not Paid,Fettuccine Alfredo,Delicious Fettuccine Alfredo - classic Italian taste.,204.12,Italian,480.3,1976
1935,1935,Pending,Sara Ibrahim,1268505454,"Stanley, Alexandria",1935,17,4,155.57,Mariam Ibrahim,0,Not Paid,Bruschetta,Delicious Bruschetta - classic Italian taste.,157.53,Italian,622.28,1977
1936,1936,Delivered,Ahmed Ali,1143585866,"Heliopolis, Cairo",1936,85,4,47,Ibrahim Said,0,Not Paid,Avgolemono Soup,Delicious Avgolemono Soup - classic Greek taste.,116.72,Greek,188,1978
1937,1937,Shipped,Sara Mostafa,1119217105,"Nasr City, Cairo",1937,54,2,50.83,Laila Yassin,61.56,Fawry,Seafood Platter,Delicious Seafood Platter - classic Mediterranean taste.,30.78,Mediterranean,101.66,1979
1938,1938,Shipped,Khaled Hassan,1225236223,"Sidi Gaber, Alexandria",1938,58,3,249.6,Youssef Nasr,237.33,Fawry,Octopus Salad,Delicious Octopus Salad - classic Mediterranean taste.,79.11,Mediterranean,748.8,1980
1939,1939,Delivered,Heba Fathy,1114607891,"Smouha, Alexandria",1939,77,2,75.91,Amr Mahmoud,0,Not Paid,Fajitas,Delicious Fajitas - classic Mexican taste.,64.64,Mexican,151.82,1981
1940,1940,Pending,Khaled Mahrous,1295402246,"Stanley, Alexandria",1940,15,3,158.57,Zeinab Tawfik,156.15,Fawry,Penne Arrabbiata,Delicious Penne Arrabbiata - classic Italian taste.,52.05,Italian,475.71,1982
1941,1941,Shipped,Mostafa Farouk,1294174272,"Stanley, Alexandria",1941,64,3,199.22,Yasmin Yassin,0,Not Paid,Caesar Salad,Delicious Caesar Salad - classic American taste.,110.22,American,597.66,1983
1942,1942,Shipped,Ahmed Ibrahim,1028982637,"Faisal, Giza",1942,17,5,156.02,Nermine Ragab,0,Not Paid,Bruschetta,Delicious Bruschetta - classic Italian taste.,157.53,Italian,780.1,1984
1943,1943,Shipped,Ahmed Hassan,1212614523,"Heliopolis, Cairo",1943,47,2,190.24,Sara Salem,96.36,Fawry,Grilled Halloumi,Delicious Grilled Halloumi - classic Lebanese taste.,48.18,Lebanese,380.48,1985
1944,1944,Delivered,Omar Ali,1180098721,"Mohandessin, Giza",1944,44,5,229.9,Sara Mahmoud,0,Not Paid,Shawarma,Delicious Shawarma - classic Lebanese taste.,101.14,Lebanese,1149.5,1986
1945,1945,Pending,Mostafa Ali,1249910069,"Imbaba, Giza",1945,98,4,194.64,Nermine Ibrahim,0,Not Paid,Thai Basil Chicken,Delicious Thai Basil Chicken - classic Thai taste.,131.13,Thai,778.56,1987
1946,1946,Delivered,Sara Ali,1512328708,"Dokki, Giza",1946,87,5,108.04,Walid Hamed,549.1,Fawry,Greek Moussaka,Delicious Greek Moussaka - classic Greek taste.,109.82,Greek,540.2,1988
1947,1947,Cancelled,Mostafa Farouk,1112649324,"Stanley, Alexandria",1947,17,4,116.98,Mohamed Younes,630.12,Fawry,Bruschetta,Delicious Bruschetta - classic Italian taste.,157.53,Italian,467.92,1989
1948,1948,Delivered,Omar Mahrous,1526369272,"Mohandessin, Giza",1948,61,5,129.21,Maha Abdelrahman,969.55,Cash,Cheeseburger,Delicious Cheeseburger - classic American taste.,193.91,American,646.05,1990
1949,1949,Shipped,Heba Tawfik,1517562165,"Nasr City, Cairo",1949,60,3,85.23,Nermine Ali,0,Not Paid,Spanakopita,Delicious Spanakopita - classic Mediterranean taste.,38.32,Mediterranean,255.69,1991
1950,1950,Pending,Sara Fathy,1238161088,"Nasr City, Cairo",1950,96,3,213.75,Kareem Mansour,0,Not Paid,Thai Fried Rice,Delicious Thai Fried Rice - classic Thai taste.,113.15,Thai,641.25,1992
1951,1951,Cancelled,Sara Farouk,1257213887,"Smouha, Alexandria",1951,59,5,136.36,Lobna Younes,556.45,Fawry,Chicken Souvlaki,Delicious Chicken Souvlaki - classic Mediterranean taste.,111.29,Mediterranean,681.8,1993
1952,1952,Cancelled,Mohamed Mostafa,1233608133,"Maadi, Cairo",1952,35,3,102.59,Rowan Salem,533.55,Fawry,Samosa,Delicious Samosa - classic Indian taste.,177.85,Indian,307.77,1994
1953,1953,Cancelled,Ahmed Fathy,1514449229,"Dokki, Giza",1953,93,4,97.73,Rana Yassin,0,Not Paid,Tom Yum Soup,Delicious Tom Yum Soup - classic Thai taste.,88.87,Thai,390.92,1995
1954,1954,Delivered,Heba Farouk,1240335886,"Maadi, Cairo",1954,76,2,218.27,Ruba Shalaby,0,Not Paid,Chili Con Carne,Delicious Chili Con Carne - classic Mexican taste.,51.72,Mexican,436.54,1996
1955,1955,Cancelled,Mostafa Hassan,1217504220,"Imbaba, Giza",1955,100,1,42.45,Ghada Shahin,0,Not Paid,Mango Sticky Rice,Delicious Mango Sticky Rice - classic Thai taste.,113.19,Thai,42.45,1997
1956,1956,Cancelled,Mohamed Tawfik,1175534852,"Nasr City, Cairo",1956,99,1,191.81,Zeinab Mahmoud,0,Not Paid,Coconut Soup,Delicious Coconut Soup - classic Thai taste.,135.28,Thai,191.81,1998
1957,1957,Pending,Mona Ibrahim,1140074807,"Imbaba, Giza",1957,5,3,102.19,Maha Farouk,0,Not Paid,Hawawshi,Delicious Hawawshi - classic Egyptian taste.,98.14,Egyptian,306.57,1999
1958,1958,Delivered,Omar Kamal,1068379265,"Nasr City, Cairo",1958,16,1,246.22,Mona Soliman,136.57,Credit Card,Risotto,Delicious Risotto - classic Italian taste.,136.57,Italian,246.22,2000
1959,1959,Shipped,Yasmin Gamal,1129249145,"Mohandessin, Giza",1959,55,4,136.59,Nermine Shahin,118.4,Cash,Stuffed Vine Leaves,Delicious Stuffed Vine Leaves - classic Mediterranean taste.,29.6,Mediterranean,546.36,2001
1960,1960,Shipped,Yasmin Ali,1139389317,"Sidi Gaber, Alexandria",1960,38,5,94.83,Heba Zaki,0,Not Paid,Naan Bread,Delicious Naan Bread - classic Indian taste.,74.59,Indian,474.15,2002
1961,1961,Cancelled,Sara Tawfik,1087457662,"Nasr City, Cairo",1961,54,3,51.68,Kareem Mansour,92.34,Fawry,Seafood Platter,Delicious Seafood Platter - classic Mediterranean taste.,30.78,Mediterranean,155.04,2003
1962,1962,Delivered,Mostafa Mostafa,1040771388,"Heliopolis, Cairo",1962,46,2,131.1,Mariam Zaki,0,Not Paid,Mujadara,Delicious Mujadara - classic Lebanese taste.,43.69,Lebanese,262.2,2004
1963,1963,Delivered,Sara Kamal,1191051239,"Mohandessin, Giza",1963,83,2,79.91,Laila Mansour,427.88,Cash,Lamb Kebab,Delicious Lamb Kebab - classic Greek taste.,213.94,Greek,159.82,2005
1964,1964,Cancelled,Mona Ali,1238993579,"Stanley, Alexandria",1964,77,1,33.78,Nermine Khalifa,0,Not Paid,Fajitas,Delicious Fajitas - classic Mexican taste.,64.64,Mexican,33.78,2006
1965,1965,Shipped,Khaled Fathy,1156375469,"Nasr City, Cairo",1965,23,1,159.39,Fatma Nasr,140.87,Cash,Fried Rice,Delicious Fried Rice - classic Chinese taste.,140.87,Chinese,159.39,2007
1965,1965,Shipped,Khaled Fathy,1156375469,"Nasr City, Cairo",1965,23,1,159.39,Fatma Nasr,140.87,Cash,Fried Rice,Delicious Fried Rice - classic Chinese taste.,140.87,Chinese,159.39,2008
1966,1966,Shipped,Sara Hassan,1186472544,"Sidi Gaber, Alexandria",1966,41,1,136.81,Khaled Mostafa,140.87,Credit Card,Tabbouleh,Delicious Tabbouleh - classic Lebanese taste.,140.87,Lebanese,136.81,2009
1967,1967,Delivered,Mostafa Gamal,1114856311,"Heliopolis, Cairo",1967,97,4,53.52,Samir Farouk,986.44,Vodafone Cash,Panang Curry,Delicious Panang Curry - classic Thai taste.,246.61,Thai,214.08,2010
1968,1968,Cancelled,Mona Mahrous,1119871317,"Sidi Gaber, Alexandria",1968,78,1,157.28,Heba Mahrous,152.7,Fawry,Nachos,Delicious Nachos - classic Mexican taste.,152.7,Mexican,157.28,2011
1969,1969,Delivered,Mohamed Ali,1148711210,"Heliopolis, Cairo",1969,78,3,239.31,Mostafa Ali,0,Not Paid,Nachos,Delicious Nachos - classic Mexican taste.,152.7,Mexican,717.93,2012
1970,1970,Shipped,Mohamed Farouk,1278706077,"Dokki, Giza",1970,23,2,126.44,Noha Farouk,281.74,Fawry,Fried Rice,Delicious Fried Rice - classic Chinese taste.,140.87,Chinese,252.88,2013
1971,1971,Cancelled,Mona Gamal,1517683219,"Faisal, Giza",1971,41,1,211.46,Ayman Hamed,0,Not Paid,Tabbouleh,Delicious Tabbouleh - classic Lebanese taste.,140.87,Lebanese,211.46,2014
1972,1972,Delivered,Khaled Kamal,1536718148,"Nasr City, Cairo",1972,84,2,128.57,Dalia Mostafa,0,Not Paid,Dolmades,Delicious Dolmades - classic Greek taste.,83.97,Greek,257.14,2015
1973,1973,Pending,Omar Kamal,1534210001,"Faisal, Giza",1973,12,3,147.55,Omar Kamel,0,Not Paid,Spaghetti Bolognese,Delicious Spaghetti Bolognese - classic Italian taste.,117.98,Italian,442.65,2016
1974,1974,Cancelled,Aya Mostafa,1523087620,"Nasr City, Cairo",1974,81,3,82.95,Rowan Mahmoud,0,Not Paid,Gyro,Delicious Gyro - classic Greek taste.,183.23,Greek,248.85,2017
1975,1975,Shipped,Mohamed Hassan,1517293461,"Mohandessin, Giza",1975,65,1,20.5,Kareem Khalifa,133.34,Fawry,Club Sandwich,Delicious Club Sandwich - classic American taste.,133.34,American,20.5,2018
1976,1976,Pending,Omar Fathy,1138782460,"Smouha, Alexandria",1976,65,5,233.52,Mariam Mahrous,666.7,Fawry,Club Sandwich,Delicious Club Sandwich - classic American taste.,133.34,American,1167.6,2019
1976,1976,Pending,Omar Fathy,1138782460,"Smouha, Alexandria",1976,65,5,233.52,Mariam Mahrous,666.7,Fawry,Club Sandwich,Delicious Club Sandwich - classic American taste.,133.34,American,1167.6,2020
1977,1977,Cancelled,Mohamed Mahrous,1242717420,"Sidi Gaber, Alexandria",1977,57,2,128.98,Ahmed Abdelrahman,0,Not Paid,Pan-seared Salmon,Delicious Pan-seared Salmon - classic Mediterranean taste.,135.15,Mediterranean,257.96,2021
1978,1978,Delivered,Sara Hassan,1249329275,"Mohandessin, Giza",1978,54,3,241.9,Salma Hamed,0,Not Paid,Seafood Platter,Delicious Seafood Platter - classic Mediterranean taste.,30.78,Mediterranean,725.7,2022
1979,1979,Pending,Omar Farouk,1286498243,"Dokki, Giza",1979,84,1,49.39,Heba Mostafa,83.97,Cash,Dolmades,Delicious Dolmades - classic Greek taste.,83.97,Greek,49.39,2023
1980,1980,Cancelled,Mostafa Fathy,1545620145,"Mohandessin, Giza",1980,93,4,247.82,Ibrahim Taha,355.48,Cash,Tom Yum Soup,Delicious Tom Yum Soup - classic Thai taste.,88.87,Thai,991.28,2024
1981,1981,Delivered,Ahmed Farouk,1588472782,"Sidi Gaber, Alexandria",1981,69,3,66.67,Hany Abdelrahman,0,Not Paid,Buffalo Wings,Delicious Buffalo Wings - classic American taste.,114.1,American,200.01,2025
1982,1982,Cancelled,Yasmin Kamal,1596557869,"Mohandessin, Giza",1982,33,5,245.87,Mona Gamal,0,Not Paid,Biryani,Delicious Biryani - classic Indian taste.,80.33,Indian,1229.35,2026
1983,1983,Delivered,Khaled Farouk,1163051704,"Nasr City, Cairo",1983,19,1,135.71,Maha Fahmy,0,Not Paid,Gnocchi,Delicious Gnocchi - classic Italian taste.,52.08,Italian,135.71,2027
1984,1984,Delivered,Mohamed Hassan,1045470336,"Dokki, Giza",1984,65,2,73.64,Ruba Saleh,0,Not Paid,Club Sandwich,Delicious Club Sandwich - classic American taste.,133.34,American,147.28,2028
1985,1985,Cancelled,Omar Tawfik,1574659533,"Imbaba, Giza",1985,63,2,53.37,Nasser Gamal,124.9,Vodafone Cash,BBQ Ribs,Delicious BBQ Ribs - classic American taste.,62.45,American,106.74,2029
1986,1986,Pending,Yasmin Mostafa,1581194702,"Imbaba, Giza",1986,13,5,120.14,Sherif Saleh,321.4,Vodafone Cash,Lasagna,Delicious Lasagna - classic Italian taste.,64.28,Italian,600.7,2030
1987,1987,Pending,Sara Mahrous,1122075929,"Smouha, Alexandria",1987,43,1,91.43,Zeinab Kamel,72.76,Fawry,Fattoush,Delicious Fattoush - classic Lebanese taste.,72.76,Lebanese,91.43,2031
1988,1988,Delivered,Omar Mostafa,1296555816,"Mohandessin, Giza",1988,37,1,45.24,Lobna Sultan,0,Not Paid,Rogan Josh,Delicious Rogan Josh - classic Indian taste.,196.12,Indian,45.24,2032
1989,1989,Pending,Mona Gamal,1521975921,"Stanley, Alexandria",1989,70,2,194.66,Walid Sabry,0,Not Paid,Cobb Salad,Delicious Cobb Salad - classic American taste.,85.19,American,389.32,2033
1990,1990,Shipped,Khaled Tawfik,1173857851,"Faisal, Giza",1990,45,1,113.85,Youssef Taha,85.54,Vodafone Cash,Kibbeh,Delicious Kibbeh - classic Lebanese taste.,85.54,Lebanese,113.85,2034
1991,1991,Delivered,Omar Hassan,1595178473,"Heliopolis, Cairo",1991,33,5,129.35,Yousra Ibrahim,0,Not Paid,Biryani,Delicious Biryani - classic Indian taste.,80.33,Indian,646.75,2035
1992,1992,Delivered,Mohamed Tawfik,1052591398,"Stanley, Alexandria",1992,90,4,217.38,Zeinab Mahmoud,205.16,Cash,Greek Lemon Potatoes,Delicious Greek Lemon Potatoes - classic Greek taste.,51.29,Greek,869.52,2036
1993,1993,Delivered,Khaled Kamal,1121951169,"Heliopolis, Cairo",1993,18,2,86.48,Hany Mahmoud,242.54,Fawry,Carbonara,Delicious Carbonara - classic Italian taste.,121.27,Italian,172.96,2037
1994,1994,Cancelled,Omar Farouk,1598568563,"Sidi Gaber, Alexandria",1994,38,3,166.09,Aya Soliman,0,Not Paid,Naan Bread,Delicious Naan Bread - classic Indian taste.,74.59,Indian,498.27,2038
1995,1995,Delivered,Omar Mahrous,1516678287,"Faisal, Giza",1995,21,1,227.31,Tarek Saleh,139.66,Fawry,Kung Pao Chicken,Delicious Kung Pao Chicken - classic Chinese taste.,139.66,Chinese,227.31,2039
1996,1996,Pending,Aya Mostafa,1531188145,"Faisal, Giza",1996,86,4,174.78,Samir Kamel,0,Not Paid,Baklava,Delicious Baklava - classic Greek taste.,192.7,Greek,699.12,2040
1997,1997,Shipped,Mohamed Mahrous,1214629714,"Sidi Gaber, Alexandria",1997,67,5,178.43,Dalia Abdelrahman,826.65,Credit Card,Philly Cheesesteak,Delicious Philly Cheesesteak - classic American taste.,165.33,American,892.15,2041
1998,1998,Pending,Heba Fathy,1010083202,"Dokki, Giza",1998,30,3,110.43,Mohamed Younes,0,Not Paid,Szechuan Beef,Delicious Szechuan Beef - classic Chinese taste.,81.31,Chinese,331.29,2042
1999,1999,Shipped,Mostafa Ibrahim,1126635576,"Dokki, Giza",1999,79,4,132.01,Mostafa Mahmoud,0,Not Paid,Tamales,Delicious Tamales - classic Mexican taste.,68.72,Mexican,528.04,2043
2000,2000,Delivered,Mona Ali,1154509053,"Nasr City, Cairo",2000,70,4,138.5,Fatma Sabry,0,Not Paid,Cobb Salad,Delicious Cobb Salad - classic American taste.,85.19,American,554,2044
2001,1,Cancelled,Aya Mahrous,1164311241,"Dokki, Giza",2001,21,5,89.69,Yasmin Taha,698.3,Vodafone Cash,Kung Pao Chicken,Delicious Kung Pao Chicken - classic Chinese taste.,139.66,Chinese,448.45,2045
2002,2,Pending,Aya Mostafa,1590933812,"Stanley, Alexandria",2002,11,3,248.62,Mariam Sabry,0,Not Paid,Margherita Pizza,Delicious Margherita Pizza - classic Italian taste.,225,Italian,745.86,2046
2003,3,Cancelled,Ahmed Tawfik,1597910285,"Sidi Gaber, Alexandria",2003,40,3,156.93,Sherif Ali,233.4,Fawry,Masala Dosa,Delicious Masala Dosa - classic Indian taste.,77.8,Indian,470.79,2047
2004,4,Pending,Heba Hassan,1211301313,"Smouha, Alexandria",2004,15,4,110.55,Gihan Gamal,0,Not Paid,Penne Arrabbiata,Delicious Penne Arrabbiata - classic Italian taste.,52.05,Italian,442.2,2048
2005,5,Shipped,Omar Ali,1146443923,"Stanley, Alexandria",2005,52,2,193.46,Sara Said,91.28,Cash,Grilled Vegetables,Delicious Grilled Vegetables - classic Mediterranean taste.,45.64,Mediterranean,386.92,2049
2006,6,Cancelled,Khaled Hassan,1598497386,"Nasr City, Cairo",2006,13,2,156.51,Rana Ragab,128.56,Fawry,Lasagna,Delicious Lasagna - classic Italian taste.,64.28,Italian,313.02,2050
2007,7,Delivered,Ahmed Mostafa,1165928205,"Dokki, Giza",2007,11,3,72.73,Dalia Zaki,0,Not Paid,Margherita Pizza,Delicious Margherita Pizza - classic Italian taste.,225,Italian,218.19,2051
2008,8,Pending,Aya Ibrahim,1291847851,"Mohandessin, Giza",2008,34,2,67.54,Nour Hassan,386.32,Vodafone Cash,Palak Paneer,Delicious Palak Paneer - classic Indian taste.,193.16,Indian,135.08,2052
2009,9,Delivered,Yasmin Tawfik,1275367337,"Faisal, Giza",2009,44,5,164.26,Huda Shalaby,0,Not Paid,Shawarma,Delicious Shawarma - classic Lebanese taste.,101.14,Lebanese,821.3,2053
2010,10,Pending,Yasmin Mostafa,1587894300,"Sidi Gaber, Alexandria",2010,2,5,127.21,Nermine Saleh,0,Not Paid,Molokhia,Delicious Molokhia - classic Egyptian taste.,78.47,Egyptian,636.05,2054
2011,11,Cancelled,Aya Kamal,1139922505,"Stanley, Alexandria",2011,33,4,179.14,Samir Gamal,0,Not Paid,Biryani,Delicious Biryani - classic Indian taste.,80.33,Indian,716.56,2055
2012,12,Delivered,Sara Gamal,1133792974,"Imbaba, Giza",2012,37,5,59.67,Aya Salem,0,Not Paid,Rogan Josh,Delicious Rogan Josh - classic Indian taste.,196.12,Indian,298.35,2056
2013,13,Cancelled,Omar Fathy,1170146311,"Faisal, Giza",2013,31,2,126.9,Ali Salem,0,Not Paid,Butter Chicken,Delicious Butter Chicken - classic Indian taste.,158.8,Indian,253.8,2057
2014,14,Pending,Sara Kamal,1052710863,"Smouha, Alexandria",2014,28,3,149.89,Lobna Salem,0,Not Paid,Peking Duck,Delicious Peking Duck - classic Chinese taste.,104.7,Chinese,449.67,2058
2015,15,Pending,Mohamed Gamal,1560332117,"Imbaba, Giza",2015,5,2,52.18,Salma Sabry,0,Not Paid,Hawawshi,Delicious Hawawshi - classic Egyptian taste.,98.14,Egyptian,104.36,2059
2016,16,Cancelled,Ahmed Farouk,1127526840,"Heliopolis, Cairo",2016,72,4,206.1,Mariam Gamal,0,Not Paid,Burrito,Delicious Burrito - classic Mexican taste.,47.55,Mexican,824.4,2060
2017,17,Shipped,Heba Ibrahim,1516346671,"Nasr City, Cairo",2017,47,1,156.95,Khaled Mostafa,48.18,Cash,Grilled Halloumi,Delicious Grilled Halloumi - classic Lebanese taste.,48.18,Lebanese,156.95,2061
2018,18,Shipped,Heba Tawfik,1244762508,"Nasr City, Cairo",2018,58,1,25.13,Dina Saleh,0,Not Paid,Octopus Salad,Delicious Octopus Salad - classic Mediterranean taste.,79.11,Mediterranean,25.13,2062
2019,19,Delivered,Omar Farouk,1225504287,"Dokki, Giza",2019,68,5,158.32,Magdy Saleh,0,Not Paid,Pulled Pork Sandwich,Delicious Pulled Pork Sandwich - classic American taste.,121.33,American,791.6,2063
2020,20,Shipped,Yasmin Mostafa,1133480734,"Maadi, Cairo",2020,68,5,199.08,Khaled Shalaby,0,Not Paid,Pulled Pork Sandwich,Delicious Pulled Pork Sandwich - classic American taste.,121.33,American,995.4,2064
2021,21,Cancelled,Khaled Kamal,1575115483,"Heliopolis, Cairo",2021,51,1,125.41,Youssef Taha,0,Not Paid,Greek Salad,Delicious Greek Salad - classic Mediterranean taste.,62.7,Mediterranean,125.41,2065
2022,22,Cancelled,Khaled Tawfik,1258527959,"Nasr City, Cairo",2022,50,1,235.11,Amr Mansour,0,Not Paid,Laban,Delicious Laban - classic Lebanese taste.,63.7,Lebanese,235.11,2066
2023,23,Shipped,Mostafa Farouk,1064499860,"Stanley, Alexandria",2023,56,3,108.62,Mona Soliman,0,Not Paid,Moussaka,Delicious Moussaka - classic Mediterranean taste.,25.64,Mediterranean,325.86,2067
2024,24,Shipped,Ahmed Tawfik,1293992786,"Heliopolis, Cairo",2024,91,3,131.88,Laila Mahmoud,270.45,Fawry,Pad Thai,Delicious Pad Thai - classic Thai taste.,90.15,Thai,395.64,2068
2025,25,Cancelled,Ahmed Ibrahim,1271645075,"Smouha, Alexandria",2025,28,3,77.21,Ahmed Salem,314.1,Credit Card,Peking Duck,Delicious Peking Duck - classic Chinese taste.,104.7,Chinese,231.63,2069
2026,26,Shipped,Khaled Mostafa,1294579129,"Stanley, Alexandria",2026,11,4,243.06,Nadine Mansour,900,Fawry,Margherita Pizza,Delicious Margherita Pizza - classic Italian taste.,225,Italian,972.24,2070
2027,27,Pending,Mohamed Fathy,1157034379,"Maadi, Cairo",2027,41,1,211.91,Mona Shahin,0,Not Paid,Tabbouleh,Delicious Tabbouleh - classic Lebanese taste.,140.87,Lebanese,211.91,2071
2028,28,Delivered,Omar Mahrous,1560163617,"Imbaba, Giza",2028,83,4,71.99,Mahmoud Taha,0,Not Paid,Lamb Kebab,Delicious Lamb Kebab - classic Greek taste.,213.94,Greek,287.96,2072
2029,29,Cancelled,Heba Tawfik,1135901891,"Stanley, Alexandria",2029,61,1,126.67,Sherif Gaber,193.91,Vodafone Cash,Cheeseburger,Delicious Cheeseburger - classic American taste.,193.91,American,126.67,2073
2030,30,Shipped,Omar Mahrous,1046159019,"Faisal, Giza",2030,65,3,238.56,Sherif Taha,0,Not Paid,Club Sandwich,Delicious Club Sandwich - classic American taste.,133.34,American,715.68,2074
2031,31,Delivered,Sara Kamal,1530937457,"Imbaba, Giza",2031,65,2,68.29,Farida Tawfik,266.68,Fawry,Club Sandwich,Delicious Club Sandwich - classic American taste.,133.34,American,136.58,2075
2032,32,Delivered,Mona Tawfik,1095834776,"Nasr City, Cairo",2032,51,4,122.57,Amr Gamal,0,Not Paid,Greek Salad,Delicious Greek Salad - classic Mediterranean taste.,62.7,Mediterranean,490.28,2076
2033,33,Cancelled,Mostafa Hassan,1094363643,"Heliopolis, Cairo",2033,89,5,142.19,Amr Farouk,0,Not Paid,Tzatziki,Delicious Tzatziki - classic Greek taste.,116.07,Greek,710.95,2077
2034,34,Shipped,Yasmin Kamal,1298479360,"Stanley, Alexandria",2034,79,5,185.08,Walid Shalaby,343.6,Credit Card,Tamales,Delicious Tamales - classic Mexican taste.,68.72,Mexican,925.4,2078
2035,35,Cancelled,Khaled Ali,1551009079,"Mohandessin, Giza",2035,50,4,184.9,Fatma Mansour,0,Not Paid,Laban,Delicious Laban - classic Lebanese taste.,63.7,Lebanese,739.6,2079
2036,36,Delivered,Yasmin Kamal,1155747478,"Faisal, Giza",2036,28,4,71.5,Aya Gaber,0,Not Paid,Peking Duck,Delicious Peking Duck - classic Chinese taste.,104.7,Chinese,286,2080
2037,37,Cancelled,Omar Ali,1250652608,"Dokki, Giza",2037,80,2,220.56,Yasmin Farouk,0,Not Paid,Churros,Delicious Churros - classic Mexican taste.,87.01,Mexican,441.12,2081
